Employee_ID,Name,Department,Role,Annual_Salary,Bonus,Total_Compensation,Years_of_Experience,Gender,Age,Performance_Rating,Salary_Range,Education_Level_Bachelor's,Education_Level_Master's,Education_Level_PhD,Bonus_Percentage,Annual_Salary_Zscore,Total_Compensation_Category,Years_to_Retirement,Name_Initial,High_Performer
47520,Helen Stanley,HR,Manager,-1.4409452058611951,27335.95,113654.43,16,Female,59,-0.7278616954815721,Low,1,0,0,298786.7925974758,-1.4409452058611951,Medium,6,H,False
50956,Heather Sanchez,Finance,Analyst,-1.2092721886331794,23580.34,106515.73,12,Male,45,1.4453787663647562,Low,0,1,0,149238.17291320142,-1.2092721886331794,Medium,20,H,False
32822,Carrie Wright,Finance,Engineer,-0.0548905607937342,18369.21,89420.67,16,Male,24,-1.3363690247985442,Medium,1,0,0,37531.405199946246,-0.0548905607937342,Medium,41,C,False
78477,Logan Holland,Engineering,Sales Executive,-1.1967948895224065,40554.7,153963.47,8,Male,44,0.3152937262046652,Low,0,0,1,250977.38690576053,-1.1967948895224065,High,21,L,False
21698,Jason Novak,HR,Engineer,-1.2801911808922422,6724.35,131821.29,6,Non-binary,22,1.532308384838609,Low,0,1,0,48853.40876330665,-1.2801911808922422,High,43,J,False
56857,Bryan Lopez,Engineering,Engineer,0.4358653549232642,7115.24,163270.25,6,Female,32,1.6192380033124625,High,0,0,1,11288.026971771775,0.4358653549232642,High,33,B,False
39353,Paul Key,Sales,Engineer,-1.5470309233724597,33235.51,124437.84,13,Male,42,-1.77101711716781,Low,1,0,0,544559.8625515915,-1.5470309233724597,Medium,23,P,False
58229,Emily Stevenson,Marketing,Engineer,-0.0014132984960903508,23140.08,111443.29,26,Non-binary,27,-1.6840874986939567,Medium,0,0,1,45841.05733339004,-0.0014132984960903508,Medium,38,E,False
73096,Mark Jackson,Finance,Analyst,-1.4495296662286032,9009.27,168679.52,11,Male,44,1.4453787663647562,Low,0,0,1,101199.14144436337,-1.4495296662286032,High,21,M,False
49278,Tina Hartman,Engineering,Engineer,0.13970923511185115,16737.44,164820.26,10,Female,33,-0.3801432215861597,Medium,1,0,0,30693.628377979352,0.13970923511185115,High,32,T,False
85134,Brian Thompson,HR,Sales Executive,1.0642299200170542,10581.99,165441.1,28,Female,44,-0.7278616954815721,High,0,1,0,13052.213334952094,1.0642299200170542,High,21,B,False
66738,Elizabeth Barrett,Finance,Manager,1.603617486530616,12298.74,198967.29,20,Female,39,-0.9017209324292785,High,0,0,1,12736.824855565608,1.603617486530616,High,26,E,False
90402,Gary Sexton,Marketing,Consultant,-0.50117413665216,46615.93,62850.33,17,Non-binary,32,0.14143448925695917,Medium,0,0,1,129021.13442709469,-0.50117413665216,Low,33,G,False
44094,Susan Rodriguez,HR,Consultant,0.6277031554417498,25842.68,57844.95,18,Male,31,0.9238010555216369,High,0,0,1,37703.80249180036,0.6277031554417498,Low,34,S,False
22029,Nathan Collier,Marketing,Sales Executive,0.7042608387537934,21360.56,94227.53,20,Female,25,1.184589910943197,High,0,0,1,30196.15661131581,0.7042608387537934,Medium,40,N,False
84302,Shannon Wilson,Marketing,Engineer,1.187085642100194,40172.88,64420.05,29,Non-binary,50,1.2715195294170498,High,0,1,0,47484.79347847593,1.187085642100194,Low,15,S,False
73562,Joyce Crane,Finance,Engineer,-0.6507236553828857,32782.95,129615.86,19,Male,50,0.22836410773081198,Medium,0,0,1,102971.90699693203,-0.6507236553828857,High,15,J,False
75641,Kenneth Hahn,Marketing,Consultant,-1.4309960656575773,36348.33,81285.5,16,Female,55,-0.46707284006001293,Low,1,0,0,385265.0799750461,-1.4309960656575773,Medium,10,K,False
81393,Joy Thomas,Finance,Consultant,-1.7486429620120028,10894.02,174598.09,11,Female,25,-0.03242474769074725,Low,0,1,0,3460986.7995722354,-1.7486429620120028,High,40,J,False
72710,Jason Gomez,Sales,Consultant,-0.05191976020299811,17061.24,114333.64,18,Non-binary,37,1.3584491478909024,Medium,0,0,1,34798.35815960044,-0.05191976020299811,Medium,28,J,False
50868,Benjamin Hall,Marketing,Analyst,0.949718801641,27862.78,167529.91,13,Non-binary,41,0.14143448925695917,High,1,0,0,35819.5104567191,0.949718801641,High,24,B,False
49279,Jonathan Martin,Finance,Consultant,-0.2973450873755241,35109.53,59218.52,10,Non-binary,23,0.3152937262046652,Medium,1,0,0,83628.89731031955,-0.2973450873755241,Low,42,J,False
92548,Michael Ingram,HR,Sales Executive,-1.0579742827800471,20536.15,128857.0,18,Female,25,1.0107306739954904,Medium,0,0,1,101944.99989839173,-1.0579742827800471,High,40,M,False
71133,James Gonzalez,HR,Manager,-0.024820076657296734,41599.46,169787.63,10,Non-binary,28,-0.3801432215861597,Medium,0,1,0,83521.45386063207,-0.024820076657296734,High,37,J,False
94979,Vanessa Cruz,Marketing,Consultant,0.45796258542645907,44106.81,78778.47,23,Non-binary,49,1.3584491478909024,High,0,0,1,69276.32624255547,0.45796258542645907,Medium,16,V,False
19076,Dorothy Ramos,Engineering,Analyst,0.20109352905858072,5106.25,49798.11,26,Male,45,-1.3363690247985442,High,0,0,1,9070.835292748789,0.20109352905858072,Low,20,D,False
17256,Brandi Adams,Engineering,Engineer,-0.6900934170937181,5302.42,199260.98,14,Male,35,-0.46707284006001293,Medium,0,0,1,17268.09441974642,-0.6900934170937181,High,30,B,False
85910,Sabrina Curry,Marketing,Manager,0.8083145869616878,9012.58,157956.34,29,Female,40,1.7061676217863153,High,0,1,0,12224.29476545782,0.8083145869616878,High,25,S,False
92677,Nicholas Brown,Sales,Manager,-1.6435863784937748,5327.55,194937.89,17,Female,26,-1.1625097878508381,Low,0,1,0,159937.8043504978,-1.6435863784937748,High,39,N,False
31986,Andrea Fields,HR,Consultant,-1.7369780704006592,5691.64,183453.55,12,Non-binary,39,0.054504870783105966,Low,1,0,0,876077.0956648467,-1.7369780704006592,High,26,A,False
94281,Breanna Perez,Finance,Analyst,0.1969291484950088,23886.78,199520.37,2,Female,59,-0.46707284006001293,High,0,1,0,42523.226238625975,0.1969291484950088,High,6,B,False
97253,Julie Young,Marketing,Engineer,-0.05211684189747735,5667.66,157517.37,16,Male,43,0.4891529631523716,Medium,0,1,0,11561.17765899507,-0.05211684189747735,High,22,J,False
89450,Russell Graham,Finance,Consultant,0.25104993638989925,38141.61,136561.39,10,Male,31,0.4022233446785184,High,0,1,0,66072.00932374265,0.25104993638989925,High,34,R,False
21523,Rachel Garza,Engineering,Manager,-0.4661167252015579,33139.17,169440.13,22,Female,31,-1.0755801693769849,Medium,0,0,1,89234.95466842382,-0.4661167252015579,High,34,R,False
68788,Bobby Grimes,HR,Consultant,-1.5760073189380988,20633.91,139151.0,5,Male,35,1.7061676217863153,Low,1,0,0,391442.06048860325,-1.5760073189380988,High,30,B,False
40173,Mathew Garrison,HR,Engineer,-0.4594508012651344,21303.84,137521.56,2,Male,26,-0.20628398463845368,Medium,0,1,0,57071.450159601,-0.4594508012651344,High,39,M,False
45183,Jared Leonard,HR,Consultant,-1.6922943905256589,33648.59,149611.89,5,Male,23,-0.7278616954815721,Low,0,1,0,1741129.2149971756,-1.6922943905256589,High,42,J,False
72157,Brittany Hoover,Sales,Manager,0.16158815486344383,11556.5,185049.91,19,Non-binary,36,-0.9886505509031317,High,1,0,0,20951.316483240647,0.16158815486344383,High,29,B,False
97357,Kyle Hahn,Marketing,Sales Executive,1.3766909062532438,19790.12,96238.58,6,Non-binary,57,0.8368714370477841,High,0,0,1,21977.968081843417,1.3766909062532438,Medium,8,K,False
36967,Mrs. Denise Ellis,Finance,Sales Executive,0.37061610517386884,37206.75,144687.14,15,Female,47,0.14143448925695917,High,0,1,0,60834.9432151159,0.37061610517386884,High,18,M,False
16331,Mackenzie Lee,Sales,Analyst,-0.24462921946989588,21549.28,140864.47,2,Male,36,0.5760825816262249,Medium,0,1,0,49543.08166110547,-0.24462921946989588,High,29,M,False
14432,Raymond Hall,Engineering,Manager,-0.2273867891641484,5917.76,172677.5,1,Female,41,-1.5102282617462506,Medium,1,0,0,13452.180167601233,-0.2273867891641484,High,24,R,False
46026,Terry Gilmore,HR,Engineer,-0.7612174123372308,9499.2,104750.28,18,Female,40,1.2715195294170498,Medium,1,0,0,33139.320697424,-0.7612174123372308,Medium,25,T,False
37825,Eric Castillo,HR,Engineer,-0.7174674941240163,27786.085,107947.31,11,Female,49,1.4453787663647562,Medium,1,0,0,166384.49498152055,-0.7174674941240163,Medium,16,E,False
38595,Alex Lee,Marketing,Manager,0.24137677392887247,40166.09,178251.45,21,Male,30,0.9238010555216369,High,0,1,0,69915.33782650952,0.24137677392887247,High,35,A,False
12016,John Moore,Engineering,Engineer,-0.3805129287425949,28747.34,173668.65,8,Non-binary,40,1.532308384838609,Medium,0,0,1,72603.95995947147,-0.3805129287425949,High,25,J,False
78175,Jennifer Moore,Finance,Sales Executive,-1.0708308532546333,41619.66,89813.92,11,Female,35,-0.11935436616460045,Medium,0,1,0,210463.68544275477,-1.0708308532546333,Medium,30,J,False
45630,Christopher Bryan,Engineering,Manager,-0.017633248692377375,21307.66,49433.08,24,Non-binary,26,-0.03242474769074725,Medium,0,1,0,42604.02620850649,-0.017633248692377375,Low,39,C,False
64419,Dr. Sarah Green,Engineering,Sales Executive,1.1188003203307006,44783.93,87085.0,7,Non-binary,47,-1.5102282617462506,High,1,0,0,54190.90186671657,1.1188003203307006,Medium,18,D,False
45295,Mike Smith,HR,Sales Executive,1.7192192081098832,21203.87,127677.83,27,Female,22,0.5760825816262249,High,1,0,0,21229.453262136663,1.7192192081098832,High,43,M,False
52583,Denise Tate,Marketing,Sales Executive,-1.5327656306894253,29416.28,125886.56,1,Male,34,-1.6840874986939567,Low,0,0,1,451671.9016874768,-1.5327656306894253,High,31,D,False
71520,Vicki Valencia,Marketing,Manager,0.3928486313097686,46064.49,180817.42,19,Non-binary,31,0.6630122001000778,High,1,0,0,74539.85086892756,0.3928486313097686,High,34,V,False
37277,Brittany Cunningham,Sales,Manager,1.0289713078011882,39754.18,95556.75,26,Non-binary,42,-1.5102282617462506,High,1,0,0,49654.245286189645,1.0289713078011882,Medium,23,B,False
82380,Danielle Leblanc,Engineering,Consultant,0.8387697289391195,36514.76,49209.77,12,Male,26,1.2715195294170498,High,0,1,0,48946.627107328255,0.8387697289391195,Low,39,D,False
13038,Andrew Taylor,HR,Manager,0.8906947352540399,36406.57,119303.82,9,Female,46,-0.3801432215861597,High,0,1,0,47845.4759248236,0.8906947352540399,Medium,19,A,False
57007,Joel Thomas,Sales,Consultant,0.3951147539446813,49042.06,96367.32,25,Female,45,-0.20628398463845368,High,0,0,1,79274.58336797585,0.3951147539446813,Medium,20,J,False
71453,Mrs. Tara Powell,Finance,Consultant,0.48372325411545675,40930.44,186065.75,25,Female,31,-0.11935436616460045,High,0,1,0,63549.13666656122,0.48372325411545675,High,34,M,False
88557,Austin Scott,HR,Manager,1.1932458708848668,9270.06,162756.61,23,Male,47,0.5760825816262249,High,0,0,1,10934.455495091186,1.1932458708848668,High,18,A,False
57705,Courtney Andrews,Sales,Manager,-1.148487377911458,28920.1,111761.25,4,Female,56,-1.2494394063246912,Low,1,0,0,164827.75974569703,-1.148487377911458,Medium,9,C,False
93154,Chelsey Moore,Marketing,Engineer,1.6773757859668958,25312.86,58961.37,26,Male,53,-0.20628398463845368,High,1,0,0,25651.94328538927,1.6773757859668958,Low,12,C,False
86608,Kathy Collins,HR,Manager,-0.6698475504825532,26430.08,163439.67,23,Female,32,1.6192380033124625,Medium,1,0,0,84474.26534722558,-0.6698475504825532,High,33,K,False
85805,Lorraine Foster,HR,Engineer,-1.2455019509994942,11588.1,131041.01,1,Female,35,-0.3801432215861597,Low,0,1,0,78508.60259839513,-1.2455019509994942,High,30,L,False
87678,Steven Booker,Marketing,Consultant,-1.240070164040557,25878.04,110953.55,10,Male,51,-0.20628398463845368,Low,1,0,0,173488.98689807724,-1.240070164040557,Medium,14,S,False
86552,Jennifer Erickson,Sales,Analyst,1.539213913698528,10543.21,122885.81,7,Non-binary,37,-1.2494394063246912,High,1,0,0,11131.931674082845,1.539213913698528,Medium,28,J,False
77055,Heather Prince,Engineering,Manager,-0.5869350915041485,9920.41,117942.54,21,Female,28,-1.4232986432723975,Medium,0,0,1,29465.21881885788,-0.5869350915041485,Medium,37,H,False
45694,Sherri Lamb,Finance,Manager,-0.5080612230045753,25285.01,91515.92,15,Male,59,0.9238010555216369,Medium,0,1,0,70367.63357376732,-0.5080612230045753,Medium,6,S,False
28952,Jessica Hill,Sales,Analyst,-0.6956817287424824,41814.3,168199.6,23,Male,23,1.6192380033124625,Medium,1,0,0,136889.55187636195,-0.6956817287424824,High,42,J,False
75738,Melissa Atkinson,Engineering,Sales Executive,0.21616774387345702,26067.57,187774.56,15,Female,28,0.14143448925695917,High,0,1,0,45953.605438090206,0.21616774387345702,High,37,M,False
95630,Steven Gray,Finance,Consultant,1.1624754615665895,35565.91,150435.62,10,Female,46,1.0976602924693433,High,1,0,0,42393.364288137775,1.1624754615665895,High,19,S,False
84393,Scott Montes,Finance,Analyst,-0.7457005558387734,27652.78,86282.59,17,Female,48,-0.29321360311230654,Medium,1,0,0,94994.29502499895,-0.7457005558387734,Medium,17,S,False
94439,Benjamin Clayton,Finance,Engineer,1.5152760922576636,19946.44,178148.94,5,Non-binary,40,1.0976602924693433,High,0,0,1,21214.168249110997,1.5152760922576636,High,25,B,False
40040,Ryan Smith,Marketing,Engineer,-0.5946456751619521,28752.06,84954.38,17,Non-binary,35,-1.77101711716781,Medium,0,0,1,85963.48842160692,-0.5946456751619521,Medium,30,R,False
32037,Alexander Rodriguez,Engineering,Consultant,-1.0634681726523572,49444.29,97004.75,15,Female,33,-0.8147913139554254,Medium,1,0,0,247387.08587795997,-1.0634681726523572,Medium,32,A,False
93071,Brian Thompson,Finance,Analyst,-1.041319929041749,6555.07,105731.8,26,Non-binary,26,-0.11935436616460045,Medium,1,0,0,31786.00951410905,-1.041319929041749,Medium,39,B,False
26303,Eddie Ryan,Marketing,Analyst,1.3907134906115657,11352.0,147953.19,11,Female,47,-0.3801432215861597,High,0,1,0,12550.876694682222,1.3907134906115657,High,18,E,False
77442,Theresa Ayala,Finance,Sales Executive,-0.7652914901951325,48493.02,55911.15,7,Non-binary,54,0.22836410773081198,Medium,0,0,1,169868.0229565002,-0.7652914901951325,Low,11,T,False
73778,Mary Cox,Marketing,Manager,0.20807028441346753,27658.64,51580.05,4,Male,25,0.6630122001000778,High,0,1,0,48959.09963029516,0.20807028441346753,Low,40,M,False
56047,Lindsay Barton,Finance,Sales Executive,0.00812425148063234,11975.6,172094.64,26,Male,41,1.3584491478909024,Medium,1,0,0,23595.953460885543,0.00812425148063234,High,24,L,False
39051,Jacqueline Turner,Sales,Engineer,-0.6604034717274883,23987.49,183740.94,28,Non-binary,37,-1.5102282617462506,Medium,1,0,0,76008.69568979756,-0.6604034717274883,High,28,J,False
89745,David Torres,Finance,Analyst,1.1712905898979533,22005.54,195863.66,6,Female,42,-1.6840874986939567,High,1,0,0,26150.97055608925,1.1712905898979533,High,23,D,False
33385,Tammy Matthews,Marketing,Analyst,0.9584654900270144,32716.25,70087.88,17,Non-binary,22,-1.3363690247985442,High,0,1,0,41923.633526163176,0.9584654900270144,Low,43,T,False
25734,Dustin Mcdonald,HR,Analyst,1.568651962043678,31429.85,74758.76,26,Non-binary,50,1.4453787663647562,High,0,1,0,32891.34338840202,1.568651962043678,Low,15,D,False
35269,Laura Brown,Marketing,Manager,-0.4589593644353311,38917.68,151478.12,20,Female,41,-1.5971578802201036,Medium,1,0,0,104218.26383191442,-0.4589593644353311,High,24,L,False
55619,Sarah Owens,HR,Sales Executive,-0.6363221165123494,23159.42,117126.86,16,Non-binary,43,1.2715195294170498,Medium,1,0,0,71811.55747229379,-0.6363221165123494,Medium,22,S,False
87423,Corey Davis,Engineering,Sales Executive,-0.5021763382592951,49341.61,58567.71,2,Male,46,0.4022233446785184,Medium,0,1,0,136673.974713457,-0.5021763382592951,Low,19,C,False
92190,Michael Lopez,Marketing,Consultant,1.339776110730234,6536.37,66651.68,29,Non-binary,27,1.0976602924693433,High,0,1,0,7345.439496019705,1.339776110730234,Low,38,M,False
64984,Alice Kelly,Finance,Consultant,-1.0206976427311611,38799.37,109604.46,3,Male,59,0.054504870783105966,Medium,1,0,0,182890.1099477967,-1.0206976427311611,Medium,6,A,False
71942,Jon West,Finance,Consultant,0.0874062248395135,41505.79,194580.99,27,Non-binary,57,1.4453787663647562,Medium,0,0,1,78269.96896076298,0.0874062248395135,High,8,J,False
58426,Gary Yang,HR,Analyst,0.8108570041907908,32210.72,60932.23,4,Non-binary,58,1.0976602924693433,High,0,1,0,43646.090105472846,0.8108570041907908,Low,7,G,False
18288,Dr. Richard White,Sales,Engineer,-1.4232053185452667,40011.63,176439.11,29,Non-binary,23,-1.1625097878508381,Low,0,1,0,414271.69464980194,-1.4232053185452667,High,42,D,False
88002,Jack Daniel,Engineering,Sales Executive,-1.065553373024332,31982.6,183638.69,22,Female,45,0.7499418185739309,Medium,1,0,0,160500.9017529139,-1.065553373024332,High,20,J,False
21866,Linda Roach,Finance,Sales Executive,0.5762499411575043,48125.27,171701.66,1,Male,33,1.4453787663647562,High,0,0,1,71760.15828931933,0.5762499411575043,High,32,L,False
98862,Emily Holland,Engineering,Sales Executive,-1.6412267846372033,41545.72,145253.93,6,Female,47,-0.20628398463845368,Low,1,0,0,1222379.0501161637,-1.6412267846372033,High,18,E,False
21275,Courtney Wilson,Finance,Manager,-1.674127704106091,21232.13,156050.9,17,Male,22,-0.03242474769074725,Low,0,0,1,865151.745854879,-1.674127704106091,High,43,C,False
45718,Christine Miles,Sales,Consultant,-1.3968955460354766,38052.01,116941.54,1,Male,52,1.2715195294170498,Low,1,0,0,365404.12456168875,-1.3968955460354766,Medium,13,C,False
81898,Veronica Ward,Marketing,Consultant,-1.1940753522495515,7407.44,112151.69,23,Female,50,0.14143448925695917,Low,1,0,0,45621.3424381389,-1.1940753522495515,Medium,15,V,False
21785,Elizabeth Jones,Engineering,Sales Executive,-0.35499306726871616,43665.81,77284.9,1,Non-binary,52,-0.03242474769074725,Medium,0,1,0,108278.21297161852,-0.35499306726871616,Medium,13,E,False
32991,Dr. Lori Bailey,Finance,Consultant,1.589912704325932,10750.33,52482.73,22,Non-binary,40,0.8368714370477841,High,0,1,0,11178.812502205274,1.589912704325932,Low,25,D,False
27982,Parker Sosa,Sales,Consultant,1.3212726110610984,27419.94,136172.97,6,Female,34,-1.5102282617462506,High,0,0,1,30999.036289418123,1.3212726110610984,High,31,P,False
78670,Cody Delgado,HR,Manager,-1.5048874427653707,41033.94,135593.18,4,Male,54,1.6192380033124625,Low,0,0,1,561097.5522561098,-1.5048874427653707,High,11,C,False
20745,Erica Dean,Marketing,Sales Executive,0.7236521566028828,29078.28,114330.56,2,Female,55,1.7061676217863153,High,0,1,0,40785.24836486888,0.7236521566028828,Medium,10,E,False
63562,Joe Harrington,Finance,Consultant,-1.234447315567519,20123.06,177845.65,3,Male,22,-0.9886505509031317,Low,1,0,0,133462.5793056596,-1.234447315567519,High,43,J,False
63545,Wendy Schmidt,Marketing,Sales Executive,0.13987304738845197,23818.76,59266.9,14,Female,33,-1.0755801693769849,Medium,0,1,0,43675.8021963834,0.13987304738845197,Low,32,W,False
75512,Philip Fernandez,Marketing,Consultant,-0.9746942759469864,44386.74,91917.09,20,Female,43,1.4453787663647562,Medium,0,0,1,196964.7779485335,-0.9746942759469864,Medium,22,P,False
31178,Mary Williams,Marketing,Engineer,-0.9481598556536177,42729.95,69105.82,21,Male,39,-0.03242474769074725,Medium,0,1,0,183412.45645492504,-0.9481598556536177,Low,26,M,False
36795,Mario Thompson,HR,Consultant,-0.906017959304523,17327.46,162488.42,13,Female,25,0.8368714370477841,Medium,1,0,0,70703.79681280672,-0.906017959304523,High,40,M,False
82049,Jordan Osborne,Engineering,Sales Executive,0.6488381076392632,9743.44,71504.62,4,Non-binary,25,-1.2494394063246912,High,1,0,0,14090.681841162717,0.6488381076392632,Low,40,J,False
73832,Daniel Willis,Finance,Sales Executive,-0.7447588728870169,7745.09,109906.3,18,Female,44,0.4891529631523716,Medium,1,0,0,26581.655354769468,-0.7447588728870169,Medium,21,D,False
50198,Christine Blair,Finance,Analyst,-1.4029398071349737,6571.94,160995.0,26,Male,23,-0.20628398463845368,Low,0,0,1,64178.203010150515,-1.4029398071349737,High,42,C,False
86267,Timothy Hawkins,Sales,Engineer,0.5272212753075931,17276.15,138391.91,25,Non-binary,54,-0.11935436616460045,High,1,0,0,26312.969683038616,0.5272212753075931,High,11,T,False
73775,Michael Jackson,Finance,Manager,-0.8835135744968172,8156.35,160963.46,17,Male,45,-1.2494394063246912,Medium,0,0,1,32426.650115696466,-0.8835135744968172,High,20,M,False
64569,Brittany Flynn,Finance,Sales Executive,0.6862988384670771,25740.98,103790.43,7,Female,45,1.184589910943197,High,0,1,0,36655.72282571592,0.6862988384670771,Medium,20,B,False
18649,Alexander Klein,Engineering,Manager,0.06047003671881381,39673.66,134730.61,17,Female,42,-0.5540024585338661,Medium,0,0,1,75922.23446138795,0.06047003671881381,High,23,A,False
31155,Brendan Williams,Engineering,Manager,0.022161727864099853,23265.88,155336.33,16,Non-binary,40,-1.1625097878508381,Medium,0,0,1,45480.43808888365,0.022161727864099853,High,25,B,False
57292,Frances Williams,Marketing,Analyst,1.1371824658374805,16430.42,160661.88,7,Female,44,-1.5971578802201036,High,0,1,0,19755.50605523814,1.1371824658374805,High,21,F,False
72743,Amanda Murray,Sales,Sales Executive,-0.8388501731241426,7499.91,83808.78,23,Female,54,-0.9017209324292785,Medium,0,1,0,28370.549109173786,-0.8388501731241426,Medium,11,A,False
30062,Nicole Salazar,Marketing,Consultant,1.1923200305130528,32873.24,88867.48,25,Female,44,-1.77101711716781,High,0,1,0,38787.636514064616,1.1923200305130528,Medium,21,N,False
76869,Beth Yates,Sales,Engineer,-0.864528460397442,28739.09,199235.59,6,Non-binary,26,-1.3363690247985442,Medium,1,0,0,111832.62371854417,-0.864528460397442,High,39,B,False
41940,Austin Baird,Sales,Manager,-0.9935951075210697,12226.32,169836.67,5,Male,59,-0.7278616954815721,Medium,0,1,0,55592.59489462771,-0.9935951075210697,High,6,A,False
70757,David Sloan,Sales,Manager,-1.4243564404038573,40035.34,81537.12,9,Male,43,-0.3801432215861597,Low,1,0,0,415940.47865067044,-1.4243564404038573,Medium,22,D,False
22774,Kimberly Scott,Finance,Consultant,0.6428144418936904,32218.86,170511.63,8,Non-binary,28,-0.7278616954815721,High,1,0,0,46710.81243244014,0.6428144418936904,High,37,K,False
69206,Meghan Tate,Marketing,Consultant,-0.7257205277190363,14508.51,86765.74,1,Male,39,-0.7278616954815721,Medium,1,0,0,48877.22759965762,-0.7257205277190363,Medium,26,M,False
98218,Carrie Smith,Finance,Manager,1.6455328339865392,33582.94,125620.99,24,Female,55,-0.3801432215861597,High,1,0,0,34351.062455736814,1.6455328339865392,High,10,C,False
18893,Emily Ramirez,Marketing,Manager,0.1895674184475294,15391.44,100184.67,13,Female,37,-0.5540024585338661,High,1,0,0,27503.313859127884,0.1895674184475294,Medium,28,E,False
73804,Brooke Wilson,HR,Sales Executive,-1.0397233138351876,22777.48,76349.95,13,Male,50,0.8368714370477841,Medium,1,0,0,110204.68710574176,-1.0397233138351876,Medium,15,B,False
51761,Jennifer Collins,Sales,Sales Executive,-1.1167641958354637,17770.64,106840.1,13,Male,26,0.3152937262046652,Medium,1,0,0,96284.2059558083,-1.1167641958354637,Medium,39,J,False
49077,Daniel Herrera,HR,Analyst,0.12673257788130418,45745.27,109279.49,22,Female,35,0.22836410773081198,Medium,0,1,0,84466.16906757049,0.12673257788130418,Medium,30,D,False
76588,Nicholas Smith,Finance,Analyst,-1.0548761078465765,38656.89,58518.86,6,Male,41,-1.0755801693769849,Medium,0,0,1,191055.84748163915,-1.0548761078465765,Low,24,N,False
98671,Rachel Smith,Engineering,Analyst,-0.6224443333346976,26616.16,164158.82,3,Male,44,0.4022233446785184,Medium,0,1,0,81522.8555981122,-0.6224443333346976,High,21,R,False
77209,Lisa Villegas,Sales,Analyst,-0.6189218941103786,24627.06,87957.41,18,Female,36,-0.11935436616460045,Medium,0,1,0,75197.4953066047,-0.6189218941103786,Medium,29,L,False
42492,James Carter,HR,Manager,0.8871016381231785,20257.95,157476.09,13,Female,32,0.14143448925695917,High,1,0,0,26659.119152338637,0.8871016381231785,High,33,J,False
81229,David Richards,Marketing,Sales Executive,-1.7384343203489339,19266.64,53357.81,24,Non-binary,37,-0.46707284006001293,Low,0,1,0,3169566.998862634,-1.7384343203489339,Low,28,D,False
89976,James Mccarthy,Sales,Consultant,-0.44062126130079043,14292.1,155681.77,1,Male,37,-1.1625097878508381,Medium,0,1,0,37740.92067209814,-0.44062126130079043,High,28,J,False
73346,Jeffery Fernandez,Finance,Analyst,-0.6829262339279271,40962.95,122848.61,16,Female,46,-0.20628398463845368,Medium,0,0,1,132513.72524247676,-0.6829262339279271,Medium,19,J,False
18667,Rebecca Cook,HR,Consultant,0.017089567469847772,29101.99,196691.6,1,Non-binary,36,-0.20628398463845368,Medium,0,1,0,57051.348245087174,0.017089567469847772,High,29,R,False
24585,Amy Watson,Sales,Engineer,-0.52025905900517,47027.26,132539.48,28,Non-binary,25,0.4022233446785184,Medium,0,0,1,132163.9420827705,-0.52025905900517,High,40,A,False
60641,Aaron Edwards,Sales,Engineer,0.6374922855879527,29582.06,183921.08,5,Female,48,-0.46707284006001293,High,0,1,0,42983.209242327575,0.6374922855879527,High,17,A,False
44524,Walter Collins,Sales,Engineer,-0.8344117159275732,31942.8,45853.72,7,Female,55,0.3152937262046652,Medium,1,0,0,120253.07975925716,-0.8344117159275732,Low,10,W,False
22365,Barry Maldonado,Finance,Consultant,-1.261098020397662,10756.52,183655.39,7,Male,37,-0.9886505509031317,Low,0,0,1,75154.62338319399,-1.261098020397662,High,28,B,False
77156,David Anderson,Engineering,Sales Executive,0.5074773016289932,45803.25,67897.27,22,Non-binary,23,-0.3801432215861597,High,0,0,1,70369.59940645976,0.5074773016289932,Low,42,D,False
29040,Audrey Hill,Sales,Sales Executive,1.4884847053176347,43283.45,111478.6,9,Male,39,0.14143448925695917,High,0,0,1,46414.10742880087,1.4884847053176347,Medium,26,A,False
83758,Erin Bass,Sales,Sales Executive,-1.0565107452449993,11435.63,198298.29,10,Non-binary,43,1.184589910943197,Medium,0,1,0,56650.277799158735,-1.0565107452449993,High,22,E,False
88429,Jonathan Soto,Sales,Consultant,-0.5056937078580329,15106.83,64046.5,26,Male,47,1.184589910943197,Medium,0,1,0,41962.60017794454,-0.5056937078580329,Low,18,J,False
61278,Holly Price,Marketing,Analyst,-1.2000499059973038,44020.32,128076.03,4,Non-binary,47,1.0107306739954904,Low,0,1,0,274009.50381457654,-1.2000499059973038,High,18,H,False
43541,Stephen Butler,Sales,Consultant,0.006603997509391905,37917.12,68943.48,25,Non-binary,39,0.14143448925695917,Medium,1,0,0,74773.76481826886,0.006603997509391905,Low,26,S,False
92425,Dominic Jackson,Marketing,Engineer,0.09588770843729816,29070.22,123710.71,3,Female,22,-0.29321360311230654,Medium,1,0,0,54568.88498309864,0.09588770843729816,Medium,43,D,False
66651,Ann King,HR,Sales Executive,-0.26663107764183924,6494.72,113119.56,26,Female,46,-0.20628398463845368,Medium,0,0,1,15151.797153891195,-0.26663107764183924,Medium,19,A,False
98402,Todd Roberts,Engineering,Analyst,-1.3057535004803655,43206.05,148044.41,12,Male,35,-0.9017209324292785,Low,0,0,1,331578.0941480037,-1.3057535004803655,High,30,T,False
10112,Kayla Collins,Finance,Manager,-1.5297618775324093,16210.42,81699.1,12,Female,50,-0.5540024585338661,Low,1,0,0,245649.8721286571,-1.5297618775324093,Medium,15,K,False
