Employee_ID,Name,Department,Role,Base_Salary,Bonus,Total_Compensation,Years_of_Experience,Education_Level,Gender,Age,City,Performance_Rating
21785,Elizabeth Jones,Engineering,Sales Executive,84368.36,43665.81,77284.9,1,Master's,Other,52,San Francisco,3.0
32991,Dr. Lori Bailey,Finance,Consultant,145750.59,10750.33,52482.73,22,Master's,Other,40,New York,4.0
27982,Parker Sosa,Sales,Consultant,137272.17,27419.94,136172.97,6,PhD,Female,34,San Francisco,1.3
78670,Cody Delgado,HR,Manager,48077.1,41033.94,135593.18,4,PhD,Male,54,Houston,4.9
20745,Erica Dean,Marketing,Sales Executive,118410.96,29078.28,114330.56,2,Master's,Female,55,Chicago,5.0
63562,Joe Harrington,Finance,Consultant,56612.33,20123.06,177845.65,3,Bachelor's,Male,22,Los Angeles,1.9
63545,Wendy Schmidt,Marketing,Sales Executive,99986.59,23818.76,59266.9,14,Master's,Female,33,San Francisco,1.8
75512,Philip Fernandez,Marketing,Consultant,64810.27,44386.74,91917.09,20,PhD,Female,43,Los Angeles,4.7
31178,Mary Williams,Marketing,Engineer,65647.71,42729.95,69105.82,21,Master's,Male,39,San Francisco,3.0
36795,Mario Thompson,HR,Consultant,66977.73,17327.46,162488.42,13,Bachelor's,Female,25,San Francisco,4.0
82049,Jordan Osborne,Engineering,Sales Executive,116049.79,9743.44,71504.62,4,Bachelor's,Other,25,Los Angeles,1.6
73832,Daniel Willis,Finance,Sales Executive,72067.15,7745.09,109906.3,18,Bachelor's,Female,44,New York,3.6
50198,Christine Blair,Finance,Analyst,51294.62,6571.94,160995.0,26,PhD,Male,23,Los Angeles,2.8
86267,Timothy Hawkins,Sales,Engineer,112211.5,17276.15,138391.91,25,Bachelor's,Other,54,Los Angeles,2.9
73775,Michael Jackson,Finance,Manager,67687.98,8156.35,160963.46,17,PhD,Male,45,Los Angeles,1.6
64569,Brittany Flynn,Finance,Sales Executive,117232.07,25740.98,103790.43,7,Master's,Female,45,Houston,4.4
18649,Alexander Klein,Engineering,Manager,97480.59,39673.66,134730.61,17,PhD,Female,42,Chicago,2.4
31155,Brendan Williams,Engineering,Manager,96271.56,23265.88,155336.33,16,PhD,Other,40,New York,1.7
57292,Frances Williams,Marketing,Analyst,131462.19,16430.42,160661.88,7,Master's,Female,44,New York,1.2
72743,Amanda Murray,Sales,Sales Executive,69097.58,7499.91,83808.78,23,Master's,Female,54,Los Angeles,2.0
30062,Nicole Salazar,Marketing,Consultant,133202.36,32873.24,88867.48,25,Master's,Female,44,Houston,1.0
76869,Beth Yates,Sales,Engineer,68287.16,28739.09,199235.59,6,Bachelor's,Other,26,Los Angeles,1.5
41940,Austin Baird,Sales,Manager,64213.75,12226.32,169836.67,5,Master's,Male,59,Houston,2.2
70757,David Sloan,Sales,Manager,50618.7,40035.34,81537.12,9,Bachelor's,Male,43,New York,2.6
22774,Kimberly Scott,Finance,Consultant,115859.68,32218.86,170511.63,8,Bachelor's,Other,28,Los Angeles,2.2
69206,Meghan Tate,Marketing,Consultant,72668.01,14508.51,86765.74,1,Bachelor's,Male,39,New York,2.2
98218,Carrie Smith,Finance,Manager,147505.99,33582.94,125620.99,24,Bachelor's,Female,55,Los Angeles,2.6
18893,Emily Ramirez,Marketing,Manager,101554.97,15391.44,100184.67,13,Bachelor's,Female,37,New York,2.4
73804,Brooke Wilson,HR,Sales Executive,62757.92,22777.48,76349.95,13,Bachelor's,Male,50,Houston,4.0
51761,Jennifer Collins,Sales,Sales Executive,60326.47,17770.64,106840.1,13,Bachelor's,Male,26,New York,3.4
49077,Daniel Herrera,HR,Analyst,99571.87,45745.27,109279.49,22,Master's,Female,35,New York,3.3
76588,Nicholas Smith,Finance,Analyst,62279.69,38656.89,58518.86,6,PhD,Male,41,Los Angeles,1.8
98671,Rachel Smith,Engineering,Analyst,75927.46,26616.16,164158.82,3,Master's,Male,44,Los Angeles,3.5
77209,Lisa Villegas,Sales,Analyst,76038.63,24627.06,87957.41,18,Master's,Female,36,San Francisco,2.9
42492,James Carter,HR,Manager,123569.51,20257.95,157476.09,13,Bachelor's,Female,32,Los Angeles,3.2
81229,David Richards,Marketing,Sales Executive,40706.24,19266.64,53357.81,24,Master's,Other,37,Los Angeles,2.5
89976,James Mccarthy,Sales,Consultant,81665.89,14292.1,155681.77,1,Master's,Male,37,Los Angeles,1.7
73346,Jeffery Fernandez,Finance,Analyst,74018.62,40962.95,122848.61,16,PhD,Female,46,New York,2.8
18667,Rebecca Cook,HR,Consultant,96111.48,29101.99,196691.6,1,Master's,Other,36,Chicago,2.8
24585,Amy Watson,Sales,Engineer,79152.48,47027.26,132539.48,28,PhD,Other,25,Los Angeles,3.5
60641,Aaron Edwards,Sales,Engineer,115691.71,29582.06,183921.08,5,Master's,Female,48,Los Angeles,2.5
44524,Walter Collins,Sales,Engineer,69237.66,31942.8,45853.72,7,Bachelor's,Female,55,Houston,3.4
22365,Barry Maldonado,Finance,Consultant,55771.22,10756.52,183655.39,7,PhD,Male,37,New York,1.9
77156,David Anderson,Engineering,Sales Executive,111588.37,45803.25,67897.27,22,PhD,Other,23,Los Angeles,2.6
29040,Audrey Hill,Sales,Sales Executive,142549.47,43283.45,111478.6,9,PhD,Male,39,San Francisco,3.2
83758,Erin Bass,Sales,Sales Executive,62228.1,11435.63,198298.29,10,Master's,Other,43,Los Angeles,4.4
88429,Jonathan Soto,Sales,Consultant,79612.17,15106.83,64046.5,26,Master's,Male,47,Chicago,4.4
61278,Holly Price,Marketing,Analyst,57697.93,44020.32,128076.03,4,Master's,Other,47,Los Angeles,4.2
43541,Stephen Butler,Sales,Consultant,95780.55,37917.12,68943.48,25,Bachelor's,Other,39,San Francisco,3.2
92425,Dominic Jackson,Marketing,Engineer,98598.39,29070.22,123710.71,3,Bachelor's,Female,22,Houston,2.7
66651,Ann King,HR,Sales Executive,87157.11,6494.72,113119.56,26,PhD,Female,46,Chicago,2.8
98402,Todd Roberts,Engineering,Analyst,54361.87,43206.05,148044.41,12,PhD,Male,35,Chicago,2.0
10112,Kayla Collins,Finance,Manager,47292.05,16210.42,81699.1,12,Bachelor's,Female,50,Houston,2.4
32171,Bryan Carey,Marketing,Analyst,145191.48,45983.48,164712.89,23,Master's,Female,58,Los Angeles,2.9
32606,Daniel Chapman,HR,Analyst,117227.42,19210.11,131351.91,22,Master's,Female,36,Houston,3.8
33940,Robert Alexander,Engineering,Manager,43753.82,5857.85,155370.86,2,PhD,Other,44,Los Angeles,4.2
16513,Sheila Lynch,Marketing,Manager,113570.5,41188.04,47900.59,18,Master's,Male,41,San Francisco,4.7
53302,Crystal Hughes,Marketing,Sales Executive,115489.75,20849.75,109367.75,24,PhD,Male,35,Houston,1.5
25857,Sandy Smith,Engineering,Consultant,131659.58,26634.17,152086.53,1,PhD,Other,48,Los Angeles,1.6
81575,Devon Robinson,Marketing,Consultant,124275.64,21810.75,98861.75,3,PhD,Other,46,Chicago,3.7
50057,Traci Lopez,Finance,Analyst,59153.44,27848.52,84324.41,2,PhD,Other,31,Los Angeles,2.9
10823,Bruce Cook,HR,Analyst,93740.32,40448.45,89735.37,16,Master's,Female,55,Chicago,4.3
51334,Michelle Lee,Marketing,Manager,63181.16,47599.66,145801.78,19,Bachelor's,Female,52,New York,1.3
73039,Edward Nelson,Marketing,Sales Executive,108040.48,5608.16,158785.35,17,PhD,Other,57,Los Angeles,3.3
54152,Riley Kline,Engineering,Sales Executive,104438.67,28482.71,187479.81,22,Master's,Other,43,New York,3.0
92067,Samantha Butler,Finance,Analyst,149706.15,38287.65,189041.46,17,PhD,Male,57,Los Angeles,2.1
79882,Denise Chen,Sales,Consultant,98465.38,37068.08,122277.88,15,PhD,Male,48,Houston,4.6
19284,Stephanie Stewart,Engineering,Engineer,70781.22,32185.9,143355.28,24,Master's,Male,30,Houston,3.7
22445,Kristen Conrad,Marketing,Consultant,47590.16,38514.05,155038.72,26,PhD,Male,40,Chicago,3.7
46539,Cynthia Atkins,Marketing,Consultant,136799.73,8263.38,69398.29,27,PhD,Male,41,Houston,4.2
82625,Regina Roberts,Sales,Sales Executive,107861.53,28816.85,77733.85,10,Bachelor's,Female,45,Los Angeles,1.7
32030,Karen Carroll,Marketing,Sales Executive,117084.92,48798.43,91116.47,6,PhD,Other,39,Chicago,4.4
64021,Jamie Burnett,Finance,Manager,40085.79,38788.13,94668.0,26,PhD,Male,28,Los Angeles,2.9
94555,Dylan Ellis,Finance,Consultant,115048.14,40953.24,67607.12,12,PhD,Male,53,Los Angeles,2.5
97380,Andre Baxter,Finance,Consultant,87184.29,33637.75,67728.99,12,Bachelor's,Other,34,New York,3.1
69163,David Payne,Engineering,Sales Executive,106329.68,39653.05,83214.93,20,Bachelor's,Male,38,San Francisco,3.3
59061,Tom Schroeder,Marketing,Sales Executive,99236.97,29462.19,140709.82,16,PhD,Other,42,Los Angeles,3.7
79693,Christopher Jones,Engineering,Analyst,138637.32,10573.37,92369.48,10,Bachelor's,Female,31,Los Angeles,3.9
81336,Megan Walters,HR,Sales Executive,125332.23,35278.25,128954.22,19,PhD,Other,32,Chicago,4.5
89793,Brent Koch,Finance,Consultant,98277.05,43920.53,82122.43,22,Bachelor's,Other,32,New York,4.0
52888,Antonio Greene,HR,Consultant,138512.37,37465.93,88604.1,11,PhD,Female,36,New York,4.6
35695,Jason Oneill,Engineering,Consultant,134012.13,20284.63,106150.21,15,PhD,Male,29,Los Angeles,1.5
10537,Bruce Evans,Engineering,Analyst,55831.75,30594.95,164325.87,29,Master's,Other,34,Los Angeles,1.1
98251,Jason Carson,Engineering,Manager,102923.46,16870.48,187494.2,3,PhD,Female,36,Chicago,3.4
47177,Holly Wood,Marketing,Analyst,134239.42,49612.11,190767.08,27,Master's,Male,43,San Francisco,2.3
60392,Nicholas Smith,Marketing,Manager,137418.48,32411.05,58757.58,17,Master's,Female,43,Chicago,4.0
49846,Kimberly Williams,Sales,Analyst,95988.84,9389.45,163424.69,17,PhD,Female,37,San Francisco,3.9
44946,Nancy Hunt,Finance,Manager,115965.67,44162.39,112580.87,13,PhD,Other,36,New York,4.6
16309,Brandi Harrington,Marketing,Consultant,133535.87,14006.87,109284.73,12,PhD,Male,47,Chicago,3.4
76617,Holly Price,Sales,Engineer,43475.47,21432.54,145558.97,20,Master's,Male,24,Houston,2.4
59646,Brenda Cross,Sales,Sales Executive,140611.34,40885.64,61500.53,5,Master's,Male,49,New York,1.5
74477,Edgar Dunn,HR,Analyst,50510.5,12505.5,88797.03,21,Master's,Male,32,Los Angeles,3.9
69453,Adam Johnson,Marketing,Engineer,91770.9,17222.7,47014.7,10,PhD,Male,25,Chicago,1.7
12823,Jennifer Wall,HR,Sales Executive,71667.42,42381.56,105260.46,29,PhD,Male,35,Los Angeles,3.8
26304,Amber Jones,Sales,Sales Executive,64195.98,15152.35,65131.52,7,Bachelor's,Other,44,Chicago,3.2
97231,Lori Jimenez,Engineering,Consultant,52722.27,39743.13,100216.03,10,Bachelor's,Male,36,San Francisco,3.8
74938,Betty Howard,Finance,Sales Executive,130646.31,19418.49,117306.88,8,Bachelor's,Other,51,Los Angeles,1.4
53447,Brooke Duran,Sales,Analyst,77007.94,43800.69,75342.57,27,PhD,Other,56,San Francisco,1.2
15537,Luis Lee,Marketing,Sales Executive,75702.14,9382.77,118913.41,24,PhD,Male,57,Chicago,4.3
11406,Mr. Thomas Powell,Sales,Analyst,59087.5,46717.96,116776.45,6,PhD,Female,24,Chicago,4.5
78436,Tiffany Caldwell,HR,Sales Executive,78511.4,27008.6,172812.48,24,Bachelor's,Female,45,New York,3.9
78787,Donna Proctor,Engineering,Manager,64836.25,24721.27,90108.66,7,Bachelor's,Male,41,Los Angeles,4.4
67751,John Jackson,Marketing,Engineer,124410.52,5319.8,183359.81,29,Bachelor's,Female,43,New York,3.0
45097,Raymond Bowen,Engineering,Sales Executive,127098.52,18657.17,74514.75,24,Master's,Female,53,Chicago,4.4
52024,Raymond Ellis,Sales,Engineer,136748.4,11670.13,173731.06,6,Bachelor's,Female,32,San Francisco,2.0
42323,Allison Dunn,Marketing,Analyst,81619.22,45954.26,110068.54,9,PhD,Female,45,New York,4.4
42767,Daniel Mcdaniel,Sales,Manager,123206.98,38896.17,149612.75,4,PhD,Female,51,San Francisco,3.7
24973,Jacqueline Russell,HR,Engineer,69612.06,36428.43,82395.8,21,Master's,Male,24,New York,1.3
91471,Jeffrey Moore,Sales,Engineer,82961.08,36521.96,156928.34,7,Bachelor's,Male,58,Los Angeles,1.1
69705,Barbara Lopez,Marketing,Sales Executive,93255.61,33108.23,56412.23,2,Master's,Female,57,Houston,2.2
12136,Tammy Whitehead,HR,Analyst,144436.76,49412.72,61053.01,15,PhD,Male,35,New York,4.0
91679,Lindsey Simpson,Engineering,Sales Executive,117945.81,27690.42,113649.43,27,Master's,Female,55,San Francisco,2.0
24000,Erin Richardson,Sales,Manager,69580.27,22017.19,57484.66,21,PhD,Other,28,San Francisco,4.3
57664,Danielle Simpson,Marketing,Analyst,94548.38,23760.24,165592.81,23,PhD,Female,27,Houston,1.5
47832,Allen Taylor,Finance,Engineer,90104.55,21915.65,54688.66,3,PhD,Other,50,Houston,1.0
36275,Haley Juarez,Sales,Manager,91872.42,30451.92,55411.85,11,Bachelor's,Female,49,Chicago,3.7
38619,Allison Anderson,HR,Sales Executive,142142.24,19529.04,104768.93,6,Bachelor's,Other,38,Houston,4.0
51251,Rachel Monroe,Engineering,Manager,52791.5,35318.68,174728.96,3,PhD,Male,40,New York,2.5
48205,Timothy Anderson,Marketing,Analyst,91040.66,12237.76,51507.59,10,PhD,Male,27,Los Angeles,4.5
48287,Andrew Wood,Sales,Consultant,112877.43,43780.92,106941.02,21,Bachelor's,Female,42,Los Angeles,1.8
32745,Christopher Reyes,Marketing,Manager,51577.38,38524.86,166228.91,18,PhD,Male,32,Chicago,4.7
98116,Dave Ray,Marketing,Consultant,149336.44,48876.91,182793.61,4,Master's,Female,51,San Francisco,1.2
17398,Grant Patel,Finance,Engineer,86791.04,6981.36,148788.2,4,Bachelor's,Male,45,Chicago,3.3
54350,Garrett Alvarado,Engineering,Engineer,103383.92,23459.31,65398.47,12,PhD,Other,24,San Francisco,3.1
82151,Sean Brown,Sales,Sales Executive,56365.17,35979.43,62658.99,4,Master's,Female,44,New York,4.5
65197,Timothy Bradshaw,Marketing,Manager,57771.8,31617.94,47871.91,27,PhD,Other,25,Los Angeles,3.2
29587,Anthony Higgins,Finance,Consultant,51513.12,36077.44,133466.33,9,Bachelor's,Female,30,Chicago,2.0
81714,Brian Andrews,HR,Engineer,119518.33,13373.53,100919.26,4,Bachelor's,Male,33,New York,4.9
88875,Timothy Orozco,Engineering,Analyst,97761.35,21755.26,165589.29,7,Bachelor's,Female,29,San Francisco,4.9
70221,Kathryn Hernandez,Finance,Engineer,135203.54,11734.6,122801.72,24,Bachelor's,Female,23,New York,2.9
93256,Troy Thompson,HR,Manager,109547.21,19364.37,189180.05,20,Master's,Other,32,Chicago,1.8
20296,Mario Shannon,Engineering,Consultant,40699.29,20794.95,142263.06,11,Master's,Female,54,New York,1.3
91786,Christina Chapman,Engineering,Consultant,89272.83,11716.02,135737.36,18,Bachelor's,Female,53,Chicago,1.8
73514,William Mcdaniel,Engineering,Consultant,132843.37,48643.46,86323.18,6,PhD,Other,38,Houston,3.3
69681,Sharon Johnson,Engineering,Manager,122652.47,31275.34,106247.15,9,Bachelor's,Other,40,Houston,4.9
36647,Yvette Rojas,HR,Engineer,42079.17,29797.22,105794.76,4,PhD,Female,39,San Francisco,2.9
85841,Amanda Montes,Finance,Analyst,134673.82,44517.51,57445.15,29,Master's,Female,55,Los Angeles,3.9
85610,Marissa Webb,HR,Engineer,126121.51,6650.42,163096.08,15,Bachelor's,Other,40,Houston,2.2
33050,Brianna Jackson,HR,Manager,81306.71,49299.64,190979.73,21,PhD,Male,32,Chicago,4.3
44354,Jose Mann,Sales,Engineer,96246.23,8457.27,193468.62,12,Master's,Male,25,San Francisco,3.6
87938,Kristopher Miller,Finance,Analyst,59436.55,42491.27,178962.09,13,Bachelor's,Other,27,Chicago,3.6
83222,Lisa Mcneil,Sales,Manager,66300.94,39884.24,154667.78,1,Master's,Other,36,Houston,2.3
38906,Derrick Sanders,Sales,Engineer,76009.08,47141.21,124333.18,7,Master's,Other,48,Chicago,1.9
81886,Jesse Cox,Sales,Manager,71159.45,32432.37,148731.74,21,PhD,Female,40,New York,2.5
32127,Brittany Smith,Engineering,Analyst,53382.39,22815.63,99824.75,28,PhD,Male,41,Los Angeles,1.2
78472,Vanessa Pratt,Marketing,Sales Executive,127225.27,25620.08,193080.25,17,Master's,Male,39,Los Angeles,4.1
86285,Mary Proctor,Finance,Engineer,80602.92,35474.56,195585.49,15,PhD,Male,45,New York,2.2
85645,Mary Reilly,Engineering,Consultant,128121.47,38389.96,128899.12,20,Master's,Other,29,New York,4.9
48072,Elizabeth Edwards,Sales,Manager,78016.24,49648.55,85069.82,2,Bachelor's,Male,30,San Francisco,3.5
48938,Janet Bowers,Sales,Consultant,51363.6,37642.41,184492.45,12,PhD,Female,41,Los Angeles,3.4
79636,Gary Prince,Finance,Analyst,125497.29,31553.57,166875.81,19,PhD,Other,38,San Francisco,4.3
81626,Chad Clarke,Engineering,Analyst,117201.26,11336.9,47898.53,26,Bachelor's,Male,23,San Francisco,2.0
81788,Nicole Diaz,Marketing,Consultant,98639.01,8470.3,49385.75,17,PhD,Male,23,Los Angeles,1.4
82867,Karen Weeks,Marketing,Analyst,94420.95,22146.03,64902.02,24,Master's,Other,58,Los Angeles,4.6
50334,John Burnett,Finance,Consultant,88381.0,44860.53,62420.21,1,Master's,Other,55,Houston,1.1
51439,Sara Randolph,HR,Analyst,70739.48,49967.73,79766.17,25,PhD,Male,59,Los Angeles,2.2
30328,Phyllis Giles,HR,Consultant,118205.3,10055.28,116458.17,8,PhD,Male,24,Los Angeles,3.6
86365,Elizabeth Lowe,Engineering,Analyst,128442.44,47061.16,149448.7,11,PhD,Male,57,Chicago,2.0
53448,Barbara Lewis,Engineering,Sales Executive,122762.48,7042.92,137112.17,6,Bachelor's,Female,39,San Francisco,5.0
94456,Angel Chung,Sales,Engineer,136725.73,8253.0,45808.59,6,PhD,Other,22,Chicago,1.9
66397,John Carter,Sales,Sales Executive,123282.37,42762.59,174362.02,11,Bachelor's,Female,40,Houston,2.5
31547,Susan Jones PhD,HR,Manager,87513.71,18236.83,194751.37,20,Master's,Other,42,Los Angeles,2.1
70369,Rebecca Anderson,HR,Sales Executive,61706.8,16687.95,116705.49,6,Master's,Male,25,Houston,3.6
84990,Luis Miller,HR,Consultant,122142.58,47697.9,85114.17,13,Master's,Female,52,Houston,1.3
18310,Howard Barnett,HR,Sales Executive,63013.15,20152.12,172942.74,4,Master's,Male,32,Houston,3.2
84419,Alisha Perez,Engineering,Sales Executive,73966.1,32837.58,50712.46,7,Bachelor's,Female,52,Los Angeles,1.6
61649,Kristin Higgins,Marketing,Manager,56527.81,28861.98,154466.09,10,Master's,Female,53,Los Angeles,3.1
12087,Stephen Smith,Marketing,Engineer,58769.44,30643.21,117438.4,12,Master's,Female,53,Chicago,3.1
20844,Brandon Edwards,Sales,Analyst,83531.42,19750.76,112511.21,2,Bachelor's,Male,30,San Francisco,4.8
81911,Shari Branch,Engineering,Engineer,106037.53,48302.89,69009.81,8,PhD,Male,22,San Francisco,3.3
68381,Seth Oneal,Engineering,Engineer,114612.41,6053.17,166275.43,16,PhD,Male,51,San Francisco,1.8
10844,Jessica Graham,HR,Sales Executive,79977.26,14490.25,125094.41,6,Master's,Female,29,New York,4.9
25378,Yesenia Serrano,HR,Sales Executive,129659.72,8800.3,87459.96,26,Bachelor's,Other,41,Los Angeles,2.1
55157,Matthew Thomas,Marketing,Manager,123756.14,12782.01,147587.3,2,Master's,Male,27,Los Angeles,3.9
33154,Craig Acosta,Sales,Consultant,78891.33,19602.4,66369.62,2,Bachelor's,Female,36,New York,3.4
80501,Christopher Mccormick,Engineering,Analyst,138839.4,21541.04,100822.39,27,PhD,Female,35,Los Angeles,1.4
21152,Christopher Sanders,Marketing,Sales Executive,146836.71,13472.45,143151.31,7,PhD,Female,24,Los Angeles,3.5
62231,Steven Park,Marketing,Sales Executive,107695.12,37352.03,70953.91,14,PhD,Male,46,Los Angeles,3.1
74329,Ronald Wright,Marketing,Engineer,81925.16,30442.87,67769.33,2,Bachelor's,Male,47,Houston,4.4
87264,April Mann,Sales,Consultant,104902.45,47265.49,103972.14,17,Master's,Other,34,Houston,3.7
25787,Gregory Smith,HR,Sales Executive,130810.56,29040.9,105638.33,25,PhD,Other,39,Chicago,2.4
36084,Jennifer Sanchez,Engineering,Analyst,109668.86,10602.39,116783.51,28,Master's,Male,34,San Francisco,2.3
36924,Joe Gillespie,HR,Analyst,94764.14,16366.35,118123.55,11,Master's,Female,42,Los Angeles,3.2
11515,Jason Peterson,Sales,Analyst,106435.08,48888.7,105416.2,14,Bachelor's,Male,38,Houston,1.7
56750,Kimberly Moore,HR,Consultant,138966.63,14446.25,127471.94,3,PhD,Female,45,Houston,2.9
24319,Lisa Jones,Marketing,Analyst,81286.69,48974.5,112049.76,28,Master's,Female,22,Houston,1.6
20925,Jonathan Hess,Engineering,Analyst,124578.89,18279.79,60183.25,27,Bachelor's,Female,35,Los Angeles,2.3
91905,Nina Mora,Finance,Manager,101430.98,36448.93,62253.94,24,Bachelor's,Male,54,New York,2.2
75752,Natalie Johnson,Sales,Analyst,78396.23,8643.39,143495.58,12,Bachelor's,Female,37,San Francisco,4.0
98985,Julie Flynn,Engineering,Analyst,95759.3,27269.68,116594.02,24,Master's,Male,39,San Francisco,2.9
26573,Albert Kennedy,Marketing,Consultant,41003.21,16752.17,111794.3,14,Bachelor's,Female,59,Chicago,1.3
14408,Mr. Edgar Gardner,Finance,Sales Executive,89673.78,7285.34,189503.02,13,PhD,Female,29,New York,3.8
68182,Tiffany Stephens,Finance,Consultant,63245.94,41015.62,106203.1,6,Master's,Female,37,New York,4.7
79132,Andrew Smith,HR,Manager,127201.66,24289.59,60531.33,11,Master's,Male,43,Chicago,2.7
36930,Victoria Kelley,Marketing,Sales Executive,98214.12,18343.18,122934.35,23,Bachelor's,Female,53,San Francisco,2.6
80005,Sheila Cox,Finance,Manager,122421.49,34821.81,186326.0,5,PhD,Female,55,Los Angeles,1.8
27098,Derek Smith,Sales,Consultant,134694.92,35440.54,182279.12,16,Bachelor's,Female,38,San Francisco,1.8
68193,Stacey Hardin,Engineering,Sales Executive,50757.2,18162.06,68749.02,8,Bachelor's,Other,57,New York,4.0
88578,Patrick Roach,Finance,Engineer,127661.02,21130.36,131362.94,10,PhD,Other,42,Chicago,2.5
20655,William Martin,Sales,Consultant,98294.07,42255.41,176700.04,16,PhD,Other,23,Los Angeles,2.4
29436,Sheila Leon,HR,Engineer,148796.86,28483.01,181167.15,11,PhD,Male,46,Los Angeles,2.7
87904,Molly Bell,Sales,Consultant,93150.45,45120.86,198396.11,16,Bachelor's,Female,47,San Francisco,2.3
25934,Evelyn Shaffer,Finance,Analyst,56371.97,45919.34,108035.0,1,Master's,Female,43,Houston,3.2
85855,Jaime Chang,Finance,Analyst,71658.8,12674.72,163444.58,19,Master's,Other,33,New York,2.3
19910,Diana Johnson,Engineering,Engineer,58041.45,27553.54,79748.39,16,Master's,Female,25,Houston,4.7
42009,Jennifer Wilson,Finance,Engineer,112215.46,37751.52,135961.21,1,Master's,Female,59,Chicago,3.6
66340,Mary Riley,Sales,Sales Executive,122296.12,12699.9,188654.21,3,PhD,Other,47,Houston,3.2
14787,Brian Robinson,Engineering,Sales Executive,98872.64,20239.28,132548.5,29,PhD,Male,49,San Francisco,4.8
37672,Michelle Lee,HR,Manager,146384.75,46293.32,74429.4,17,PhD,Male,46,Chicago,1.7
75932,Joshua Browning,Sales,Analyst,43199.97,49888.69,170372.73,19,Bachelor's,Female,50,Houston,3.8
50652,Dan Oneal,Marketing,Analyst,135682.58,5562.85,145731.89,27,Master's,Male,34,New York,1.1
14707,Micheal Nguyen,HR,Sales Executive,114596.71,7260.21,138214.87,23,PhD,Other,38,Los Angeles,4.0
58763,Sarah Nichols,Marketing,Sales Executive,111688.05,34889.25,94460.95,18,Master's,Female,23,Los Angeles,4.4
82186,Christina Bridges,HR,Engineer,126631.49,49089.32,186820.14,23,PhD,Male,56,Houston,1.4
97701,Keith Bryan DDS,Finance,Engineer,41941.74,21419.4,156988.74,15,Master's,Other,38,San Francisco,3.3
17412,Jacqueline Myers,Sales,Analyst,103118.96,18014.61,49104.61,27,Master's,Other,28,Los Angeles,4.4
85911,Tina Wheeler,Engineering,Consultant,45875.22,6400.95,138277.94,28,Bachelor's,Male,38,New York,4.7
97698,Madison Larson,Sales,Manager,133301.62,18821.17,122212.48,27,PhD,Female,40,Houston,3.1
16214,David Jones,Marketing,Analyst,140448.24,22878.81,198423.85,27,Bachelor's,Male,28,New York,3.3
11024,Trevor Watson,Marketing,Manager,78243.88,49395.61,183589.9,1,Master's,Male,52,New York,2.3
93451,Daniel Taylor,HR,Engineer,79626.72,30947.63,129354.82,13,Master's,Male,45,Los Angeles,2.0
42174,Desiree Hardy MD,Marketing,Consultant,126041.74,9484.18,120507.84,27,PhD,Female,22,Los Angeles,2.5
14200,Melissa Cordova,Marketing,Consultant,48177.69,36160.86,104282.29,11,Master's,Male,52,New York,2.9
69755,Rachel Brewer,Marketing,Analyst,104974.91,8163.31,75866.51,1,PhD,Other,27,Houston,3.0
70660,John Lawson,Marketing,Consultant,130454.21,48310.13,117530.59,1,Bachelor's,Other,54,Chicago,1.2
67083,Beverly Johnson,Finance,Manager,104658.69,48710.06,189859.98,25,Bachelor's,Female,44,San Francisco,4.7
46341,William Fuller,Marketing,Consultant,127868.73,8200.5,131451.48,22,Master's,Other,35,Houston,4.1
58361,Amy Fowler,Sales,Consultant,123001.08,42528.77,190987.23,16,Master's,Female,29,Los Angeles,1.4
67196,Preston Johnson,Engineering,Consultant,94048.64,11034.27,90500.5,2,Master's,Male,45,New York,4.1
36490,Scott Evans,Engineering,Manager,146273.71,9693.1,124851.37,7,Master's,Female,49,New York,1.9
15101,Tiffany Moore,Engineering,Manager,110774.04,13573.05,114015.76,24,PhD,Male,39,Houston,4.1
83505,Eric Berger,Finance,Analyst,87538.46,17746.44,139107.88,25,Master's,Male,55,Los Angeles,2.5
57048,Nicole Jackson,Finance,Consultant,121506.83,13313.52,120855.73,12,Master's,Male,48,Chicago,3.1
26745,Mr. William Fritz,HR,Manager,57676.4,16093.81,61078.86,9,Bachelor's,Male,28,Houston,3.8
49625,Kevin Garcia,Engineering,Engineer,104490.42,14462.73,91371.28,25,Bachelor's,Male,35,San Francisco,3.4
62922,Nathan Dorsey,HR,Analyst,136488.89,37798.46,187844.87,2,PhD,Male,53,Los Angeles,3.2
35095,Heather Glenn,Engineering,Engineer,80136.74,28065.05,124017.77,26,Bachelor's,Other,30,New York,4.7
79402,Judith Harris,HR,Sales Executive,94018.04,44542.52,121865.01,10,Master's,Other,31,San Francisco,3.1
79107,Joshua Griffin,Engineering,Analyst,56144.16,28518.33,147887.86,6,Master's,Male,26,Chicago,3.0
89358,Toni Johnson,Marketing,Manager,149356.96,21699.84,112612.54,17,Master's,Female,30,New York,3.6
43128,Dennis Lee,Marketing,Manager,71091.86,17164.02,145531.33,6,Bachelor's,Male,35,Los Angeles,3.5
54582,George Scott,Marketing,Analyst,90850.71,16115.96,191093.44,13,PhD,Male,24,San Francisco,1.2
28109,Alexa Haynes,Finance,Engineer,120978.15,30761.48,176780.5,24,Master's,Male,38,Los Angeles,4.7
44204,David Fernandez,Sales,Manager,113077.35,19481.32,76103.38,1,PhD,Male,58,Chicago,4.4
